title,director,country,genre,year
Звезда-80,"Боб Фосси, Милая Чарити, Кабаре, Лайза через букву З, Ленни, Весь этот джаз, Звезда-80",США,драма,1983
Зелиг,Вуди Аллен,США,"псевдодокументальный фильм, комедия",1983
Замкнутый круг,Пеэтер Урбла,СССР,"детектив, экранизация",1983
Здесь твой фронт,Эдуард Гаврилов,СССР,киноовесть военных лет,1983
Зедер,Пупи Авати,Италия,фильм ужасов,1983
Звёздная палата,Питер Хайамс,США,"/, триллер, драма",1983
Звёздные войны. Эпизод VI: Возвращение джедая,"Ричард Маркуанд, Взгляд на жизнь, Хёрби, Фрейхейт, 1:42.08, Каждый жил в городе Претти Хау, Император, Электронный лабиринт: THX 1138 4EB, 6-18-67, Кинематографист: Дневники Джорджа Лукаса, THX 1138, Американские граффити, Звёздные войны, Эпизод IV. Новая надежда, Эпизод I. Скрытая угроза, Эпизод II. Атака клонов, Эпизод III. Месть ситхов, Жар тела, Большое разочарование, Сильверадо, Турист поневоле, Я люблю тебя до смерти, Большой каньон, Уайетт Эрп, Французский поцелуй, Доктор Мамфорд, Ловец снов, Самый близкий друг, На прошлой неделе у Эдда, Свет и магия, Ноябрьская дорога, Мо Остина",США,"эпическая, космическая опера",1983
Залп Ноева ковчега,Эгон Шлегель,ГДР,детский фильм,1983
Заложник,Юнус Юсупов,СССР,"боевик, драма",1983
Загорелые,"Патрис Леконт, [2]",Франция,"[2], комедийный фильм",1978
Зажжённый фонарь,Агасий Айвазян,СССР,фильм-биография,1983
Жми на газ — я хочу отрываться!,Вольфганг Бюльд,Германия,"музыка, комедия",1983
За наших любимых,Морис Пиала,Франция,драма,1983
Завоевание,Лучо Фульчи,"Италия, Испания, Мексика",фэнтези,1983
За синими ночами,Ольгерд Воронцов,СССР,мелодрама,1982
Жизнь — это роман,Ален Рене,Франция,"притча, комедия, мюзикл, драма",1983
Могила живых мертвецов,Хесус Франко,"Испания, Франция",фильм ужасов,1982
Женщины за решёткой,Пол Николас,"США, Германия","криминальный фильм, триллер, Women in Prison, боевик, драма",1983
Мой лучший год,Ричард Бенджамин,США,комедия,1982
Мозговой импульс,Улли Ломмель,США,фантастика,1982
Мир по Гарпу,Джордж Рой Хилл,США,комедия-драма,1982
Меч и колдун,Альберт Пьюн,США,фантастика,1982
Миссионер,Ричард Лонкрейн,Великобритания,кинокомедия,1982
Механика счастья,"Нерсес Оганесян, Гор Саакян",СССР,мелодрама,1982
Место под солнцем,Александр Воропаев,СССР,"короткометражный фильм, драма",1982
Мёртвые пледов не носят,Карл Райнер,США,чёрная комедия,1982
Мать Мария,Сергей Колосов,СССР,историческая драма,1982
Мегрэ колеблется,Вячеслав Бровкин,СССР,драма,1982
Магические бойцы,"Юнь Вопхин, Змея в тени орла, Пьяный мастер, Великолепный мясник, Танец пьяного богомола, Кулак буддиста, Дредноут, Магические бойцы, Легенда о бойце, Шаолиньский пьяница, Пьяный тайцзи, Странные парочки, Близкая встреча с вампиром, При исполнении 4: Свидетель, Клетка тигра, Клетка тигра 2, Клетка тигра 3, Железная обезьяна, Два воина, Герои среди героев, Огненный дракон, Вин Чунь, Красный волк, Мастер тайцзи 2, Настоящая легенда, Крадущийся тигр, затаившийся дракон: Меч судьбы, Тысяча лиц Дуньцзя",Гонконг,"фэнтези, боевик, комедия",1982
Марафонцы бегут круг почёта,Слободан Шиян,Югославия,"кинокомедия, драма",1982
Магистраль,Виктор Трегубович,СССР,"фильм-катастрофа, производственная, драма",1982
Любовь и деньги,Джеймс Тобек,ФРГ,драма,1982
Луау — вечеринка по-гавайски,"Тим Бёртон, Джерри Риис",США,"sci-fi, авангард",1982
Люди в лодках,Энн Хёй,Гонконг,драма,1982
Личная жизнь Деда Мороза,Андрис Розенбергс,СССР,комедия,1982
Люди-кошки,Пол Шредер,США,фантастика,1982
Лунное сияние,Ежи Сколимовский,Великобритания,драма,1982
Личный рекорд,Роберт Таун,США,драма,1982
Лорд дракон,"Джеки Чан, Бесстрашная гиена, Молодой мастер, Лорд дракон, Проект А, Полицейская история, Доспехи Бога, Проект А: Часть 2, Полицейская история 2, Чудеса, Доспехи Бога 2: Операция Кондор, Криминальная история, Пьяный мастер 2, Кто я?, Падение последней империи, Доспехи Бога 3: Миссия Зодиак",Гонконг,"боевик, комедия",1982
Лампы из человеческой кожи,"Сюнь Чун, [zh]",Гонконг,"фильм ужасов, боевик",1982
Легендарное оружие Китая,Лю Цзялян,Гонконг,"боевик, драма",1982
Лабиринты и монстры,Стивен Стерн,США,,1982
Лабиринт страстей,Педро Альмодовар,Испания,"мелодрама, комедия",1982
Легенда о бойце,"Юнь Вопхин, Змея в тени орла, Пьяный мастер, Великолепный мясник, Танец пьяного богомола, Кулак буддиста, Дредноут, Магические бойцы, Легенда о бойце, Шаолиньский пьяница, Пьяный тайцзи, Странные парочки, Близкая встреча с вампиром, При исполнении 4: Свидетель, Клетка тигра, Клетка тигра 2, Клетка тигра 3, Железная обезьяна, Два воина, Герои среди героев, Огненный дракон, Вин Чунь, Красный волк, Мастер тайцзи 2, Настоящая легенда, Крадущийся тигр, затаившийся дракон: Меч судьбы, Тысяча лиц Дуньцзя, Сумасшедший убийца, Кровавые кулаки, Невидимый кулак, Ветер ярости, Меня зовут Дракон, Маленький крёстный отец из Гонконга, Дом с привидениями, Борьба с коррупцией, Тайные соперники, Маленький супермен, Большое ограбление на семь миллионов юаней, Похищение в Риме, Легенда о Брюсе Ли, Тайные соперники 2, Неуязвимый, Смертельный ринг, Башня смерти, Неписаный закон",Гонконг,"боевик, исторический фильм",1982
Кью,Ларри Коэн,США,"фильм ужасов, детектив",1982
Культпоход в театр,Валерий Рубинчик,СССР,комедия,1982
Кто стучится в дверь ко мне…,Николай Скуйбин,СССР,мелодрама,1982
Крысы,Роберт Клауз,Канада,фильм ужасов,1982
Кровавая песня,Алан Дж. Леви,США,слэшер,1982
Крик павлина,"Сурен Бабаян, Михаил Довлатян",СССР,"драма, экранизация",1982
Краткое наставление в любви,Имантс Кренбергс,СССР,музыкальная комедия,1982
Красные колокола. Фильм 2. «Я видел рождение нового мира»,Сергей Бондарчук,"СССР, Мексика, Италия",исторический фильм,1982
Красиво жить не запретишь,Антон Васильев,СССР,Комедия,1982
Красные колокола. Фильм 1. Мексика в огне,Сергей Бондарчук,"СССР, Мексика, Италия",исторический фильм,1982
Кровавая вечеринка,Эми Холден Джонс,США,слэшер,1982
Кража,Леонид Пчёлкин,СССР,драма,1982
Кот против Крысы,Лю Цзялян,Гонконг,"боевик, комедия",1982
Король комедии,Мартин Скорсезе,США,трагикомедия,1982
Контракт рисовальщика,Питер Гринуэй,Великобритания,"комедия, драма",1982
Класс 1984,Марк Лестер,Канада,"триллер, драма",1982
Колыбельная для брата,В. Волков,СССР,детский фильм,1982
Комедия секса в летнюю ночь,Вуди Аллен,США,комедия,1982
Кояанискаци,Годфри Реджио,США,документальный,1982
Возможности диалога,Ян Шванкмайер,,"короткометражка, фэнтези, комедия",1982
Конан-варвар,"Джон Милиус, Конфискация, Рука, Сальвадор, Взвод, Уолл-стрит, Радиоболтовня, Рождённый четвёртого июля, Дорз, Джон Ф. Кеннеди. Выстрелы в Далласе, Небо и Земля, Прирождённые убийцы, Никсон, Поворот, Каждое воскресенье, Александр, Башни-близнецы, Буш, Уолл-стрит: Деньги не спят, Особо опасны, Сноуден, Последний год во Вьетнаме, Безумный человек Мартиники, Персона нон грата, Команданте, В поисках Фиделя, К югу от границы, Нерассказанная история США, Интервью с Путиным, В борьбе за Украину, Казах. История золотого человека",США,"приключенческий фильм, фэнтези, боевик",1982
Керель,Райнер Вернер Фассбиндер,"ФРГ, Франция",драма,1982
Кафедра,Иван Киасашвили,СССР,психологическая драма,1982
Кафе «Плоть»,"Стивен Саядян, [3]",США,"порнофильм, [2], постапокалиптический фильм, [1], научно-фантастический фильм",1982
Карлик,Эрипрандо Висконти,Италия,"эротический фильм, драма",1982
Кантримэн,Дики Джобсон,Ямайка,драма,1982
Калейдоскоп ужасов,Джордж Ромеро,США,"мистика, ужасы, комедия",1982
Казачья застава,Виктор Живолуб,СССР,драма,1982
Ищите женщину,Алла Сурикова,СССР,комедия,1982
Лицо без маски,Брайан Форбс,США,"триллер, детективный фильм",1984
Лилиан — извращённая девственница,Хесус Франко,Испания,"фильм ужасов, порнография",1984
Меч храбреца,Стефен Викс,Великобритания,"приключенческий фильм, фэнтези, боевик, мелодрама",1984
Лев Толстой,Сергей Герасимов,"СССР, Чехословакия",драма,1984
Лидер,Борис Дуров,СССР,драма,1984
Лестница в доме с лифтом,Аман Камчыбеков,СССР,комедия,1984
Лев и ястреб,Питер Устинов,Великобритания,"драма, экранизация",1984
Легенда о любви,"Латиф Файзиев, Умеш Мехра","Индия, СССР","приключенческий фильм, мелодрама",1984
Легенда о Сурамской крепости,"Сергей Параджанов, Давид Абашидзе",СССР,легенда,1984
Ледяные пираты,Стюарт Рэффилл,США,фантастика,1984
Кровавое посвящение,Ларри Стюарт,США,фильм ужасов,1984
Красный рассвет,Джон Милиус,США,"военный, приключенческий фильм, боевик",1984
Костёр в белой ночи,Борис Бунеев,СССР,"боевик, драма",1984
Космическая одиссея 2010,Питер Хайамс,США,научная фантастика,1984
Корсиканские братья,Томми Чонг,США,комедия,1984
Конфискатор,Александр Кокс,США,"фантастика, комедия",1984
Конец одиночества фермы Берхоф,Иржи Свобода,"Чехословакия, Польша","драма, экранизация",1984
Кошмар на улице Вязов,"Уэс Крэйвен, [5], [6], […], Последний дом слева, У холмов есть глаза, Незнакомец в нашем доме, Смертельное благословение, Болотная тварь, Кошмар на улице Вязов, Приглашение в ад, Леденящий, У холмов есть глаза 2, Смертельный друг, Змей и радуга, Электрошок, Ночные видения, Люди под лестницей, Кошмар на улице Вязов 7: Новый кошмар, Вампир в Бруклине, Крик, Крик 2, Музыка сердца, Крик 3, Оборотни, Ночной рейс, Париж, я люблю тебя, Забери мою душу, Крик 4",США,слэшер,1984
Колье Шарлотты,Евгений Татарский,СССР,детективный фильм,1984
Когда сдают тормоза,Гунар Цилинский,СССР,,1984
Кармен,Франческо Рози,"Франция, Италия",драма,1984
Конан-разрушитель,Ричард Флейшер,США,"приключенческий фильм, фэнтези",1984
Капитан Фракасс,Владимир Савельев,СССР,Драма,1984
Классовые отношения,"Жан-Мари Штрауб, Даниэль Юйе","Германия, Франция",драма,1984
Клянусь в неверности,Ховард Зифф,США,комедия,1984
Коттон-клуб,"Фрэнсис Форд Коппола, Развлекающиеся девушки и коридорный, Сегодня вечером — наверняка, Битва за пределами Солнца, Безумие-13, Ты теперь большой мальчик, Радуга Финиана, Люди дождя, Крёстный отец, Разговор, Крёстный отец 2, Апокалипсис сегодня, От всего сердца, Бойцовая рыбка, Изгои, Клуб «Коттон», Капитан Ио, Пегги Сью вышла замуж, Сады камней, Такер: Человек и его мечта, Нью-йоркские истории, Крёстный отец 3, Дракула, Крёстный отец. Трилогия. 1901—1980, Джек, Благодетель, Молодость без молодости, Тетро, Между, Distant Vision, [en], Мегалополис",США,криминальная драма,1984
Как три мушкетёра,Прамод Чакраворти,Индия,"музыкальный, мелодрама, боевик, приключения",1984
Канкан в Английском парке,Валерьян Пидпалый,СССР,"приключенческий фильм, политический детектив",1984
Как стать знаменитым,Ион Скутельник,СССР,музыкальная комедия,1984
"Каникулы Петрова и Васечкина, обыкновенные и невероятные",Владимир Алеников,СССР,"Музыкальная комедия, Приключения",1984
Каждый десятый,Михаил Ордовский,СССР,красный вестерн,1984
Кабан-секач,Расселл Малкэхи,Австралия,фильм ужасов,1984
История солдата,Норман Джуисон,США,"детективная, драма",1984
Камила,Мария Луиса Бемберг,"Аргентина, Испания","фильм-биография, драма",1984
Искусство и любовь,Садао Накадзима,Япония,драма,1984
"Иона, или Художник за работой",Александр Кайдановский,СССР,"−, притча, короткометражный, драма",1984
Институт бабушек,Марина Ишимбаева,СССР,драма,1984
Индиана Джонс и храм судьбы,"Стивен Спилберг, [2], [3], […], Взгляд на жизнь, Хёрби, Фрейхейт, 1:42.08, Каждый жил в городе Претти Хау, Император, Электронный лабиринт: THX 1138 4EB, 6-18-67, Кинематографист: Дневники Джорджа Лукаса, THX 1138, Американские граффити, Звёздные войны, Эпизод IV. Новая надежда, Эпизод I. Скрытая угроза, Эпизод II. Атака клонов, Эпизод III. Месть ситхов",США,приключенческий боевик,1984
Инопланетянка,Яков Сегель,СССР,"комедия, фантастическая",1984
Игрушечные солдатики,Дэвид Фишер,"США, Мексика","боевик, драма",1984
Иванко и царь Поганин,Борис Небиеридзе,СССР,сказка,1984
И вот пришёл Бумбо…,Надежда Кошеверова,СССР,киносказка,1984
Земля и золото,"Арман Манарян, Генрих Маркарян",СССР,,1984
Закусочная на колёсах,Саммо Хун,"Гонконг, Испания","боевик, комедия",1984
Золушка '80,Роберто Маленотти,"Италия, Франция","мюзикл, мелодрама",1984
Зачем человеку крылья,Владимир Шамшурин,СССР,мелодрама,1984
Закусочная на шоссе 66,Джон Марк Робинсон,США,Криминальная комедия,1984
Запретная любовь,Энтони Пейдж,"Германия, Великобритания, США, [1]",Драма,1984
"Зло, творимое людьми",Джей Ли Томпсон,[1],боевик,1984
Звёздный путь 3: В поисках Спока,Леонард Нимой,США,научная фантастика,1984
За что мне это?,Педро Альмодовар,Испания,мелодрама,1984
Жестокий романс,Эльдар Рязанов,СССР,мелодрама,1984
Закупщик оружия,Нардо Кастильо,Канада,мелодрама,1984
За решёткой,Ури Барбаш,Израиль,"драматический фильм, тюремный фильм",1984
Женщины-врачи,Хорст Земан,ГДР,драма,1984
Жил-был доктор...,Вячеслав Сорокин,СССР,"киноповесть, драма",1984
За пределами долины кукол,Расс Мейер,США,"драма, музыка, комедия",1970
Завещание профессора Доуэля,Леонид Менакер,СССР,фантастика,1984
Женщина в красном,Джин Уайлдер,США,"/, мелодрама, комедия",1984
Женщина в зеркале,Паоло Кваренья,Италия,мелодрама,1984
Жёлтая земля,Чэнь Кайгэ,Китай,"музыкальный, драма",1984
"Ещё люблю, ещё надеюсь",Николай Лырчиков,СССР,мелодрама,1984
"Если можешь, прости…",Александр Итыгилов,СССР,мелодрама,1984
Макароны,Этторе Скола,Италия,комедия,1985
Егорка,Александр Яновский,СССР,"семейный, приключения",1984
Любовь Мерфи,Мартин Ритт,США,"комедия, /, драма",1985
Луи Блуи,Терри Цвигофф,США,"музыкальный, документальный, /",1985
Леденящий,"Уэс Крэйвен, Последний дом слева, У холмов есть глаза, Незнакомец в нашем доме, Смертельное благословение, Болотная тварь, Кошмар на улице Вязов, Приглашение в ад, Леденящий, У холмов есть глаза 2, Смертельный друг, Змей и радуга, Электрошок, Ночные видения, Люди под лестницей, Кошмар на улице Вязов 7: Новый кошмар, Вампир в Бруклине, Крик, Крик 2, Музыка сердца, Крик 3, Оборотни, Ночной рейс, Париж, я люблю тебя, Забери мою душу, Крик 4",США,фильм ужасов,1985
Лунная ведьма,Бакыт Карагулов,СССР,поэтическая драма,1985
Любовные письма с подтекстом,Звонимир Беркович,Югославия,мелодрама,1985
Луна ноября,Александра фон Гроте,ФРГ,Драма,1984
Личное дело судьи Ивановой,Илья Фрэз,СССР,мелодрама,1985
Леди-ястреб,Ричард Доннер,"США, Великобритания","приключенческий фильм, фэнтези, драма",1985
Лиха беда начало,Владимир Лаптев,СССР,драма,1985
Латино,"Хаскелл Уэкслер, Взгляд на жизнь, Хёрби, Фрейхейт, 1:42.08, Каждый жил в городе Претти Хау, Император, Электронный лабиринт: THX 1138 4EB, 6-18-67, Кинематографист: Дневники Джорджа Лукаса, THX 1138, Американские граффити, Звёздные войны, Эпизод IV. Новая надежда, Эпизод I. Скрытая угроза, Эпизод II. Атака клонов, Эпизод III. Месть ситхов",США,военный фильм,1985
Легенда о Билли Джин,Мэттью Роббинс,США,,1985
Кукушка в тёмном лесу,Антонин Москалик,"Польша, Чехословакия",драма,1985
Легенда Серебряного озера,Эльдар Кулиев,СССР,драма,1985
"Куда идёшь, солдат?",Юрий Ерзинкян,СССР,"драма, военный фильм",1985
Крёстный отец Гонконга,"Джонни Ван, [en]",Гонконг,"боевик, криминальный фильм",1985
Краш Грув,Майкл Шульц,США,"хип-хоп, синти-поп, современный ритм-н-блюз, комедия, мюзикл, драма",1985
Легенда,Ридли Скотт,"Великобритания, США","приключенческий фильм, фэнтези, мелодрама",1985
Кошачий глаз,"Льюис Тиг, ru",США,"ужасы, триллер, мелодрама",1985
Кот-проныра,Жан Боден,Канада,трагикомедия,1985
Космический гнев: Побег из космической тюрьмы,Конрад Палмизано,США,фантастика,1985
Короли шутки,Клод Зиди,Франция,комедия,1985
Корабль пришельцев,Сергей Никоненко,СССР,киноповесть,1985
Кордебалет,Ричард Аттенборо,США,музыкальный фильм,1985
Координаты смерти,Самвел Гаспаров,"СССР, Вьетнам","военный, драма",1985
Кошмар на улице Вязов 2: Месть Фредди,Джек Шолдер,США,"слэшер, сверхъестественный",1985
Огненные колёса,Сирио Сантьяго,"США, Филиппины",боевик,1985
Контрудар,Владимир Шевченко,СССР,"военный фильм, драма",1985
Контракт века,Александр Муратов,,драма,1985
Конкретная Жертва,Стивен Джон Левицки,США,драма,1985
Компрометирующие позы,Фрэнк Перри,США,"драма, комедия",1985
Коммандо,Марк Л. Лестер,США,боевик,1985
Комната с видом,Джеймс Айвори,Великобритания,"мелодрама, драма",1985
Кольцо,Фридрик Тор Фридриксон,Исландия,документальный,1985
Кокон,Рон Ховард,США,фантастика,1985
Кодекс молчания,Эндрю Дэвис,США,боевик,1985
Ковбойская рапсодия,Хью Уилсон,США,"вестерн, комедия",1985
Качая железо 2: Женщины,Джордж Батлер,США,документальный фильм,1985
Клуб «Завтрак»,"Джон Хьюз, Шестнадцать свечей, Клуб «Завтрак», Ох уж эта наука!, Феррис Бьюллер берёт выходной, Самолётом, поездом и автомобилем, У неё будет ребёнок, Дядюшка Бак, Кудряшка Сью",США,"подростковая, история взросления, комедийная драма",1985
Кармелюк,Григорий Кохан,СССР,"биография, исторический фильм, драма",1985
Капкан для шакалов,Мукадас Махмудов,"СССР, ;, Таджикская ССР","детектив, боевик, приключения",1985
"Каморра, или Сложное переплетение женских судеб",Лина Вертмюллер,"Италия, США",детектив,1985
Каждый охотник желает знать…,Михаил Ильенко,СССР,драма,1985
История наркомана,Лех Ковальски,США,драма,1985
Искушение Дон-Жуана,"Григорий Колтунов, Василий Левин",СССР,драма,1985
Искренне Ваш…,Алла Сурикова,СССР,трагикомедия,1985
Инцидент с «чёрной пушкой»,Хуан Цзяньсинь,Китай,Комедия,1985
Из Африки,Сидни Поллак,США,"драма, биография, приключения",1985
Идеально,Джеймс Бриджес,США,мелодрама,1985
Иди и смотри,Элем Климов,СССР,"военная, драма",1985
Игры для детей школьного возраста,"Арво Ихо, Лейда Лайус",СССР,драма,1985
И на камнях растут деревья,"Станислав Ростоцкий, Кнут Андерсен","СССР, Норвегия",приключенческий фильм,1985
Знай наших!,Султан-Ахмет Ходжиков,СССР,спортивная драма,1985
Золушка,"Константин Сергеев, В. Окунцов",СССР,Телебалет,1985
Змеелов,Вадим Дербенёв,СССР,криминальная драма,1985
Зимняя вишня,Игорь Масленников,СССР,мелодрама,1985
Иван Бабушкин,Георгий Кузнецов,СССР,"биография, исторический фильм",1985
Зина,Кен МакМуллен,Великобритания,драма,1985
Зимний вечер в Гаграх,Карен Шахназаров,СССР,музыкальная лирическая комедия,1985
Любовь и страсть,Тинто Брасс,Италия,"[1], эротика, драма",1987
Зет и два нуля,Питер Гринуэй,"Великобритания, Нидерланды","драма, /, комедия",1985
Малыши из мусорного бачка,Родни Амато,США,"мюзикл, приключенческий фильм, комедия",1987
Западник,Виланд Шпек,ФРГ,драма,1985
Любовь нельзя купить,Стив Рэш,США,"драма, мелодрама, комедия",1987
Лук Купидона,Ежи Домарадзкий,Польша,"историческая, драма",1987
Львиное сердце,Франклин Шеффнер,"США, Венгрия","драма, приключения",1987
Лиловый шар,Павел Арсенов,СССР,"сказка, приключенческий фильм, фантастика",1987
Лето белой воды,Джефф Блекнер,США,"приключения, драма",1987
Летняя школа,Карл Райнер,США,комедия,1987
Ла Бамба,Луис Вальдес,США,биографический фильм,1987
Лекарство от бессонницы,"Джон Генри Тиммис-четвёртый, [1]",США,документальный,1987
Куда вёл след динозавра,Маргарита Касымова,"СССР, Таджикская ССР",Семейный фильм,1987
Куклы (Ловушка для туристов),Стюарт Гордон,"США, Италия",фильм ужасов,1987
Кто эта девчонка?,Джеймс Фоули,США,кинокомедия,1987
Крутые ребята не танцуют,Норман Мейлер,США,триллер,1987
"Мальчик, который умел летать",Ник Касл,США,"фэнтези, драма",1986
Мальчик-крыса,"Сондра Локк, [1]",США,драма,1986
Максимальное ускорение,Стивен Кинг,США,"фильм ужасов, чёрная комедия, триллер, фантастика",1986
"Макс, моя любовь",Нагиса Осима,"Франция, США",комедия,1986
Лавка ужасов,Фрэнк Оз,США,"ужасы, комедия",1986
Лучший стрелок,Тони Скотт,США,"мелодрама, боевик",1986
Лучшие времена,Роджер Споттисвуд,США,"[d], драматический фильм, комедийный фильм",1986
Лукас,"Дэвид Зельцер, [1]",США,"романтический фильм, комедийная драма, подростковый фильм, [d], драматический фильм, история взросления, романтическая комедия",1986
Лола,Бигас Луна,Испания,"триллер, драма",1986
Ложное движение,Вим Вендерс,Германия,"роуд-муви, драма",1975
Листопад в пору лета,Тофик Исмайлов,СССР,драма,1986
Лицом к лицу,Анатолий Бобровский,СССР,драма,1986
Линк,Ричард Франклин,Великобритания,"фильм ужасов, триллер",1986
Летние впечатления о планете Z,Евгений Марковский,СССР,"детектив, фантастика",1986
Лермонтов,Николай Бурляев,СССР,драма,1986
Леди Джейн,Тревор Нанн,Великобритания,"биографический фильм, исторический фильм, драма",1986
Левша,Сергей Овчаров,СССР,кинофарс,1986
Курьер,Карен Шахназаров,СССР,лирическая комедия,1986
Легко ли быть молодым?,Юрис Подниекс,СССР,документальный,1986
Лабиринт,"Джим Хенсон, Взгляд на жизнь, Хёрби, Фрейхейт, 1:42.08, Каждый жил в городе Претти Хау, Император, Электронный лабиринт: THX 1138 4EB, 6-18-67, Кинематографист: Дневники Джорджа Лукаса, THX 1138, Американские граффити, Звёздные войны, Эпизод IV. Новая надежда, Эпизод I. Скрытая угроза, Эпизод II. Атака клонов, Эпизод III. Месть ситхов","Великобритания, [5], [6], США, [5], [6]","семейный фильм, мюзикл, приключенческий фильм, фэнтези",1986
Ангелы ада ’69,Ли Мэдден,США,боевик,1969
Алая женщина,Жан Валер,"Франция, Италия",комедия,1969
Адам и Хева,Алексей Коренев,СССР,комедия,1969
99 женщин,Хесус Франко,ФРГ,"фильм ужасов, триллер, драма",1969
Айседора,Карел Рейш,Великобритания,драма,1968
Ад в Тихом океане,Джон Бурмен,США,"приключенческий фильм, боевик",1968
24-25 не возвращается,"Алоиз Бренч, Ростислав Горяев",СССР,"детективный фильм, драма",1968
13 дней во Франции,"Клод Лелуш, Франсуа Рейшенбах",Франция,"документальный фильм, спортивный фильм",1968
…и передайте привет ласточкам,Яромил Йиреш,Чехословакия,"драма, военный",1972
Горя бояться — счастья не видать,Виктор Туров,СССР,комедия,1973
Города и годы,Александр Зархи,СССР,[d],1973
Голго-13,Дзюнъя Сато,"Япония, Иран",боевик,1973
Годзилла против Мегалона,Дзюн Фукуда,Япония,"Приключения, фантастика, комедия",1973
Гитлер: Последние десять дней,Эннио Де Кончини,"Великобритания, Италия","военный фильм, исторический фильм, драма",1973
Гибель Японии,Сиро Моритани,Япония,фильм-катастрофа,1973
Героиня,Ло Вэй,Гонконг,"боевик, драма",1973
Геркулес востока,Чхой Тат,Гонконг,"боевик, драма",1973
Высшая сила,Тед Пост,США,"джаз, фанк, •, Музыка к фильму, боевик",1973
Вчерашние предложения,"М. Т. Васудеван Наир, [d]",Индия,драматический фильм,1973
Выход дракона,Роберт Клауз,"Гонконг, США, США","фильм о боевых искусствах, Джаз",1973
Всего несколько слов в честь господина де Мольера,Анатолий Эфрос,СССР,драма,1973
Встреча двух сердец,"Сидни Поллак, [1], [2], […]",США,мелодрама,1973
Всадник без головы,Владимир Вайншток,"СССР, Куба","детектив, вестерн",1973
Время ведьм,Джордж Ромеро,США,триллер,1972
Война и люди,"Сацуо Ямамото, Сацуо Ямамото, Сацуо Ямамото, Сацуо Ямамото","Япония, Япония, Япония, Япония","военная, драма",1970
Влюблённые в году первом,Ярослав Балик,Чехословакия,"драма, мелодрама",1973
Ветер ярости,"Ын Сиюнь, Сумасшедший убийца, Кровавые кулаки, Невидимый кулак, Ветер ярости, Меня зовут Дракон, Маленький крёстный отец из Гонконга, Дом с привидениями, Борьба с коррупцией, Тайные соперники, Маленький супермен, Большое ограбление на семь миллионов юаней, Похищение в Риме, Легенда о Брюсе Ли, Тайные соперники 2, Неуязвимый, Смертельный ринг, Башня смерти, Неписаный закон",Гонконг,боевик,1973
Весёлые истории,"Стасис Мотеюнас, Альгимантас Кундялис, Гитис Лукшас",СССР,"семейный фильм, комедия",1973
Возврата нет,Алексей Салтыков,СССР,мелодрама,1973
Великие голодранцы,Лев Мирский,СССР,драма,1973
"Вей, ветерок!",Гунар Пиесис,СССР,драма,1973
Вампирша,Хесус Франко,",","фильм ужасов, эротика",1973
В добрый путь,Мераб Кокочашвили,СССР,,1973
В пустыне и джунглях,Владислав Слесицкий,Польша,"экранизация, приключенческий фильм, детский фильм, ,  семейное кино,",1973
В бой идут одни «старики»,Леонид Быков,СССР,"военный фильм, драма",1973
Был настоящим трубачом,Константин Бромберг,СССР,"детский фильм, драма",1973
Бумажная луна,Питер Богданович,США,комедия,1973
Будни уголовного розыска,Суламифь Цыбульник,СССР,Детектив,1973
Братья по крови,Чжан Чэ,Гонконг,"боевик, драма",1973
Большой трамплин,Леонид Мартынюк,СССР,спортивный фильм,1973
Бризи,"Клинт Иствуд, [1], [2], […]",США,"[2], […], романтический фильм, [1], драматический фильм, романтическая комедия",1973
Большая жратва,Марко Феррери,"Франция, Италия",чёрная комедия,1973
В круге первом,Александр Форд,"Дания, Швеция",экранизация,1973
Битва за планету обезьян,Джей Ли Томпсон,США,фантастика,1973
Берега,Екатерина Сташевская-Народицкая,СССР,комедия,1973
Былое и думы,Лев Елагин,СССР,,
Бей в барабан медленно,Джон Д. Хинкок,США,драма,1973
Безумный секс,Дино Ризи,Италия,комедия,1973
Без предупреждения,Бруно Гантиллон,"Франция, ФРГ, Италия","криминальный фильм, драма",1973
Встречи и расставания,Эльёр Ишмухамедов,СССР,социальная драма,1973
Баба Яга,Коррадо Фарина,"Италия, Франция","ужасы, эротический фильм, джалло",1973
Банановый монстр,Джон Лэндис,США,"фильм ужасов, фантастика, комедия",1973
Американская ночь,Франсуа Трюффо,"Франция, Италия",трагикомедия,1973
Афера,"Джордж Рой Хилл, Консервный ряд, Высшая лига, Король Ральф, Программа, Высшая лига 2, Убрать перископ",США,"фильм-ограбление, бадди-муви",1973
Ана и волки,Карлос Саура,Испания,драма,1973
